카테고리,병원 이름,위치,이벤트 제목,가격
피부,대구엣지성형외과의원,대구 반월당역,"대구 엣지, 홍조레이저패키지","440,000원"
피부,블레싱피부과의원,서울 고속터미널역,리쥬란HBPLUS 2cc 1회 체험,"300,000원"
피부,바노바기의원-부산점,부산 서면역,신데렐라 수액,"20,900원"
피부,청담오라클피부과성형외과의원,서울 선정릉역,벨로테로 리바이브 스킨부스터. 히알루론산과 글리세롤의 만남,"300,000원"
피부,샤인유의원-수원점,경기 수원시청역,주름 탄력 피부결까지 한 번에 리쥬란 힐러,"250,000원"
피부,유앤아이의원-안양점,경기 범계역,유앤아이 피코하이토닝 색소 이벤트,"82,500원"
피부,신소애여성의원,서울 언주역,혈액 줄기세포 두피 & 탈모케어,"990,000원"
피부,글로비지테라안티에이징의원,서울 압구정역,프리미엄 물광주사_스킨바이브 스킨부스터,"275,000원"
피부,BLS(비엘에스)의원-본점,서울 압구정로데오역,프리미엄 NCTF_스킨부스터,"429,000원"
피부,루아크성형외과의원,서울 압구정로데오역,피부 속 콜라겐 쥬베룩,"66,000원"
피부,라마르프리미어의원-평촌점,경기 범계역,라마르 프리미어 리쥬란,"319,000원"
피부,샤인유의원-수원점,경기 수원시청역,샤인유_스컬트라,"660,000원"
피부,신상성형외과의원,서울 신사역,여드름 흉터레이저_프락셀 재생부스터,"99,000원"
피부,디엘성형외과의원,서울 논현역,디엘_덴서티 리프팅_정품정량,"770,000원"
피부,기린성형외과,서울 신논현역,기린 엘라비에 리투오,"660,000원"
피부,리즈온의원-분당점,경기 서현역,리쥬란 HB plus,"170,000원"
피부,이지동안의원,서울 압구정역,히알루론산 스킨부스터 스킨바이브 1cc,"330,000원"
피부,에르네의원,서울 강남역,강남 에르네의원 쥬베룩스킨,"154,000원"
피부,신사에그의원,서울 신사역,신사역 눈밑꺼짐 울트라콜,"418,000원"
피부,메이드유의원-강남점,서울 강남역,여드름 근본 치료 골드PTT,"220,000원"
피부,갤럭시성형외과의원,부산 서면역,갤럭시 9주년 콜라겐 코어 레디어스,"790,000원"
피부,잠실애슬리의원,서울 잠실역,"애슬리 미라젯 - 모공, 흉터, 피부결, 안티에이징을 한번에, 주사바늘없는 프리미엄 마이크로젯 시술","99,000원"
피부,대구엣지성형외과의원,대구 반월당역,"피부 속까지 촉촉하게, 대구 엣지 레디어스","770,000원"
피부,신사에그의원,서울 신사역,신사역 울트라콜 200 1바이알,"700,000원"
피부,블레싱피부과의원,서울 고속터미널역,피코토닝 1회 체험,"220,000원"
피부,뷰성형외과,서울 신논현역,뷰_리쥬란 힐러 4cc,"539,000원"
피부,매그넘의원,부산 온천장역,광채피부 리쥬란힐러 4cc & 스마트룩스,"399,000원"
피부,신사에그의원,서울 신사역,마이크로 레이저필 MLP,"495,000원"
피부,페이스필터의원-수원점,경기 성균관대역,"아쿠아필, 수분, 미백, 진정 비스포크 피부관리","19,900원"
피부,땡큐성형외과의원,서울 강남역,땡큐 콜라겐 쥬베룩 2종,"363,000원"
피부,나비성형외과의원,서울 논현역,"리얼 콜라겐 주사, 엘라비에 리투오","660,000원"
피부,심포니성형외과의원,서울 압구정역,스컬트라 볼륨 콜라겐,"840,000원"
피부,올리팅성형외과의원,서울 강남역,올리팅_올팅주사_지방분해주사_윤곽_미용수액_잔주름보톡스_올리팅성형외과,"220,000원"
피부,신사에그의원,서울 신사역,신사역 쥬베룩&쥬베룩볼륨,"363,000원"
피부,하늘성형외과의원,부산 서면역,하늘 쥬베룩2cc &스킨보톡스,"350,000원"
피부,삼사오성형외과의원,서울 신논현역,"삼사오 정품,정량 리쥬란힐러 4cc","341,000원"
피부,리버스클리닉-수원,경기,리쥬란아이 2cc 진정관리 팩 관리,"297,000원"
피부,르샤인의원,서울 강남역,"촘촘한 리쥬란힐러, 르샤란 스킨부스터","209,000원"
피부,하늘성형외과의원,부산 서면역,하늘 아쿠아필,"55,000원"
피부,하이린의원,대구 반월당역,대구 하이린의원 피부관리 자유이용권,"1,265,000원"
피부,반하다의원,서울 압구정역,수면 쥬베룩 4cc,"440,000원"
피부,에르네의원,서울 강남역,강남 에르네의원 리쥬란아이,"198,000원"
피부,에르네의원,서울 강남역,강남 에르네의원 리쥬란HBPLUS,"242,000원"
피부,BLS(비엘에스)의원-본점,서울 압구정로데오역,스킨바이브,"275,000원"
피부,두드림성형외과,서울 강남역,실루엣소프트4줄&리쥬란,"1,790,000원"
피부,하이엔드성형외과의원,서울 강남역,하이엔드 수면리쥬란아이 2cc,"429,000원"
피부,아이유의원(강남구),서울 강남역,여드름치료 1회,"165,000원"
피부,청담고운세상닥터지피부과의원,서울 강남구청역,피지선증식증 치료,"83,000원"
피부,도레미의원,부산 경성대부경대역,부산 경성대 요즘 핫한 스킨부스터 쥬베룩 스킨,"279,000원"
피부,리버스클리닉-홍대,서울,"남&여 제모 토닝 1년 무제한 EVENT, 인중 턱 겨드랑이 브라질리언","141,900원"
피부,루아크성형외과의원,서울 압구정로데오역,탈모케어 셀엑소좀,"275,000원"
피부,리즈벨의원,서울 압구정역,리쥬란힐러 1CC,"99,000원"
피부,블레싱피부과의원,서울 고속터미널역,엑소좀  5cc 1회 체험,"330,000원"
피부,리엔장의원-인천점,인천 예술회관역,인천 여드름 포텐자,"108,900원"
피부,삼사오성형외과의원,서울 신논현역,삼사오 수면 써마지FLX 쥬베룩,"2,751,000원"
피부,기린성형외과,서울 신논현역,레디어스 콜라겐부스터,"880,000원"
피부,BLS(비엘에스)의원-본점,서울 압구정로데오역,4세대 저자극 필링_라라필,"165,000원"
피부,대구엣지성형외과의원,대구 반월당역,대구 엣지 듀얼 액션 스킨부스터 리바이브,"440,000원"
피부,기린성형외과,서울 신논현역,기린_리쥬란힐러 2cc,"220,000원"
피부,리즈온의원-분당점,경기 서현역,리쥬란힐러,"264,000원"
피부,유이성형외과의원,서울 신사역,유이 고압산소치료,"199,000원"
피부,라라플랜의원,서울 잠실새내역,"대표원장 직접 섬세한 시술, 쥬베룩 볼륨","86,900원"
피부,디캐럿의원,서울 압구정로데오역,깨끗하고 매끈한 피부 요철 패키지,"660,000원"
피부,메이드유의원-강남점,서울 강남역,라라필,"66,000원"
피부,사적인아름다움지유의원,서울 신논현역,하루만에 가능한 원데이 패키지 NO.1,"390,000원"
피부,리즈온의원-분당점,경기 서현역,NCTF135 스킨부스터,"198,000원"
피부,미미썸의원-부산덕천점,부산 덕천역,등짝스메싱방지 피코웨이 타투제거 1회,"99,000원"
피부,두드림성형외과,서울 강남역,잼버실 8줄&콜라겐주사,"1,082,000원"
피부,르미엘성형외과의원,서울 종로3가역,버츄RF&쥬베룩 특별가,"770,000원"
피부,성수멜팅의원,서울 성수역,좁쌀 개선엔 깐달걀 블랙필,"60,500원"
피부,두드림성형외과,서울 강남역,잼버실 4줄&콜라겐주사,"686,000원"
피부,샤인유의원-수원점,경기 수원시청역,샤인유_레디어스,"820,000원"
피부,리즈온의원-분당점,경기 서현역,리쥬란아이 프로그램,"209,000원"
피부,땡큐성형외과의원,서울 강남역,땡큐 수분 포텐 터지는 스킨바이브,"297,000원"
피부,메디아트의원-부산점,부산 경성대부경대역,차오르는 콜라겐 스컬트라,"594,000원"
피부,세이예스의원,서울 신논현역,"세이예스의원 엑소좀_피부보습,수분공급,모공축소","209,000원"
피부,더붐의원,부산 서면역,더붐의원 프락셀,"33,000원"
피부,하이린의원,대구 반월당역,대구 하이린 셀엑소좀 블랙라벨 이벤트,"330,000원"
피부,서울아이성형외과의원,서울 강남역,"수면 리팟레이저&무제한 리팟_쥬베룩, 인모드, PDRN연어주사, LDM, 티타늄플러스, 기미주사, 토닝, 색소제거, 흑자제거, 기미, 주근깨, 검버섯, 색소레이저, 잡티제거","330,000원"
피부,샤인유의원-수원점,경기 수원시청역,"샤인유_레티젠2CC,LDM,크라이오","550,000원"
피부,두드림성형외과,서울 강남역,잼버실 1줄&콜라겐주사,"389,000원"
피부,기린성형외과,서울 신논현역,기린 스킨바이브 1cc,"275,000원"
피부,원진성형외과,서울 강남역,피부 속까지 채우는 필로드스킨부스터,"82,500원"
피부,리버스클리닉-강남,서울 강남역,"체험 포텐자 DDR, 피부 본질을 바꾸는 프리미엄 솔루션, DDR, DIA","132,000원"
피부,메디아트의원-부산점,부산 경성대부경대역,고순도 PN 성분 리즈네,"75,900원"
피부,나인피부과-강남점,서울 신논현역,"볼륨콜라겐주사 눈밑꺼짐, 팔자주름 등 주름, 얼굴꺼짐 개선 특화_ 더 미희","319,000원"
피부,와이랩성형외과의원,인천 부평역,스킨부스터 정품 개봉 리쥬란,"275,000원"
피부,성수멜팅의원,서울 성수역,라라필벨벳 고급,"99,000원"
피부,플라덴성형외과의원,서울 신사역,플라덴 필로드 스킨부스터,"165,000원"
피부,와이랩성형외과의원,인천 부평역,와이랩_쥬베룩 볼륨 1병 8cc,"715,000원"
피부,삼사오성형외과의원,서울 신논현역,삼사오 피코토닝 라라필,"166,000원"
피부,유앤아이의원-대전점,대전 정부청사역,유앤아이 주근깨 지우개 피코줌패스,"132,000원"
피부,유앤미의원,서울 강남역,손상된 세포를 재생시켜 신생세포로 복구하는 줄기세포피부주사,"880,000원"
피부,셀팅의원,경기 광교(경기대)역,셀팅 쥬베룩,"86,900원"
피부,예쁜나의원,서울 청량리역,엘라비에 리투오,"390,000원"
피부,더붐의원,부산 서면역,더붐 첫방문 실펌 레이저,"275,000원"
피부,리엔장의원-목동점,서울 오목교역,목동 레티젠 리얼콜라겐,"429,000원"
피부,후한의원-일산점,경기,흔적 걱정없이 옹기종기 편평사마귀 제거,"99,000원"
피부,톡스앤필의원-송파점,서울 문정역,샤이닝 스킨케어,"594,000원"
피부,저스트성형외과의원,서울 강남역,저스트 리쥬란힐러,"108,900원"
피부,미앤미의원-강남점,서울 강남역,문신 제거_컬러 1회,"77,000원"
피부,셀팅의원,경기 광교(경기대)역,"직접 채우는 콜라겐, 레티젠","495,000원"
피부,리버스클리닉-홍대,서울,얼굴전체 쥬베룩볼륨 2cc 스킨보톡스 슈링크유니버스 600샷 선타입 부스터타입,"495,000원"
피부,루비의원,서울 명동역,명동루비_레티젠,"360,000원"
피부,리버스클리닉-인천,인천,"겨드랑이미백 피코토닝 5회, 리버스클리닉","154,000원"
피부,유앤아이의원-강남점,서울 신논현역,유앤아이 포텐자 이벤트,"165,000원"
피부,송도비앤미의원,인천 인천대입구역,광채&물광 피부_리쥬란 힐러,"145,000원"
피부,유앤아이의원-부천점,경기 부천시청역,유앤아이 리쥬란힐러,"220,000원"
피부,오체안피부과의원-강남점,서울 수서역,피부과 전문의_토닝&수분관리,"149,000원"
피부,쉬즈힐의원,서울 신사역,Y존 미백 화이트 힐링토닝 이벤트,"220,000원"
피부,바노바기성형외과의원,서울 역삼역,"바노바기 더블타이트-쥬베룩, 리쥬란","660,000원"
피부,유캔비성형외과/피부과,서울 강남역,"스킨바이브 효과, 가격 실화 1회 시술로 6개월 이상 유지_유캔비","275,000원"
피부,클림의원-명동점,서울 명동역,클림 클라리티 토닝,"97,900원"
피부,아비쥬의원-일산점,경기 정발산역,아비쥬첫방문 - 쥬베룩 1cc,"53,900원"
피부,노원아이디의원,서울 노원역,노원 아이디 동안 피부 리즈네&쥬베룩,"176,000원"
피부,예쁨주의쁨의원-강남본점,서울 강남역,고압산소케어 60분,"108,900원"
피부,르샤인의원,서울 강남역,다이어트주사 모음_4주 체중감량 비만치료 플랜,"495,000원"
피부,타토아의원-원주점,강원특별자치도,쥬베룩 볼륨,"528,000원"
피부,리엔장의원-명동점,서울 을지로입구역,명동 쥬베룩 콜라겐부스터,"108,900원"
피부,순플러스성형외과,서울 신사역,순플러스 릴리이드M,"99,000원"
피부,서울아이성형외과의원,서울 강남역,수면 다이아리프팅 with 벨벳레이저_포텐자,"549,000원"
피부,리버스클리닉-인천,인천,"첫방문 예스필 or 라라필 or 핑크필, 광채 수분 촉촉 필링","64,900원"
피부,클럽미즈라미체의원,서울 종합운동장역,클럽미즈라미체_울트라콜,"77,000원"
피부,리즈온의원-부산센텀점,부산 센텀시티역,"부산 포텐자로 여드름,흉터,모공 개선해보세요","141,900원"
피부,미자인의원,서울 압구정역,135스킨부스터,"200,000원"
피부,픽셀랩성형외과의원,서울 강남역,"픽셀랩 흑자, 검버섯 지우개 레이저 토닝","300,000원"
피부,셀리크의원,서울 압구정로데오역,첫방문 1회한정 리쥬란힐러 2cc,"108,900원"
피부,단한가지의원,서울 신용산역,"붓기, 멍, 통증 고압산소로 리셋하라","900,000원"
피부,레이의원,서울 압구정로데오역,여의사 메가힙 힙필러 골반 콜라겐주사,"2,200,000원"
피부,유앤아이의원-광주점,광주 상무역,광주 피부재생 리쥬란힐러,"174,900원"
피부,더페이스성형외과,부산 서면역,더페이스 리쥬란 2cc & 풀페이스 스킨보톡스,"385,000원"
피부,오블리브의원,인천 인천대입구역,"저속노화 핵심 성분, NMN 스킨부스터_인천 송도","352,000원"
피부,미앤미의원-강남점,서울 강남역,포텐자&진정관리 1회,"141,900원"
피부,유앤아이의원-서초점,서울 사당역,무통 리쥬란 힐러,"390,000원"
피부,나인피부과-연신내점,서울 연신내역,"난치성, 깊은색소까지 포토나레이저","825,000원"
피부,헤이븐의원,대구 중앙로역,헤이븐 쥬베룩 스킨부스터 이벤트,"49,500원"
피부,와이랩성형외과의원,인천 부평역,벨로테로 리바이브 스킨부스터,"429,000원"
피부,리엔장의원-인천점,인천 예술회관역,인천 기미＆색소 포텐자,"108,900원"
피부,미앤미의원-강남점,서울 강남역,PDRN 1cc,"53,900원"
피부,이끌림의원,서울 강동역,고급 스킨부스터 쥬베룩,"77,000원"
피부,제너리스의원-연신내점,서울 연신내역,포텐자,"231,000원"
피부,유앤아이의원-목동점,서울 오목교역,유앤아이 쥬베룩 스킨&볼륨 이벤트,"198,000원"
피부,브라이트피부과의원,서울 영등포구청역,스킨케어 이벤트,"44,000원"
피부,사적인아름다움지유의원,서울 신논현역,사적인 리쥬란힐러,"250,000원"
피부,아르스킨의원,서울 홍대입구역,립쥬란,"275,000원"
피부,미앤미의원-강남점,서울 강남역,필메드135_3cc,"115,500원"
피부,보셀르의원,서울 압구정로데오역,청담 보셀르 비타란,"165,000원"
피부,리프톤피부과의원,서울 신사역,리프톤 엑소좀 ASCE,"209,000원"
피부,오크우드봄의원,서울 삼성역,레이저 하나로 속기미까지 클리어_TRM 톤업레이저,"220,000원"
피부,젠의원,부산 센텀시티역,젠의원 수면마취 리쥬란힐러,"660,000원"
피부,리버스클리닉-인천,인천,눈밑주름제거 아이슈링크&아이리쥬란&쥬베룩,"308,000원"
피부,닥터지니성형외과의원,대구 경대병원역,흉터 개선 레이저,"500,000원"
피부,서울아이성형외과의원,서울 강남역,"비수술, 비절개, 아프지않고 심플하게, 수면눈밑지방재배치X콜라쥬","539,000원"
피부,케이톡스의원-인천구월점,인천 인천터미널역,수면 리쥬란,"297,000원"
피부,예쁜나의원,서울 청량리역,"매끈한 내 피부, 네오빔 여드름케어","120,000원"
피부,오늘성형외과의원,서울 신사역,두피 PRP 주사,"440,000원"
피부,도레미의원,부산 경성대부경대역,부산 다이어트주사 백옥주사,"200,000원"
피부,바노바기성형외과의원,서울 역삼역,바노바기 미백 패키지,"275,000원"
피부,레이의원,서울 압구정로데오역,튼살 색소 흉터 반영구 치료,"220,000원"
피부,청담카민의원,서울 청담역,포텐자&엑소좀 2cc,"220,000원"
피부,강남아이디의원,서울 강남역,강남 아이디 리즈네,"110,000원"
피부,더프라이드성형외과의원,서울 압구정역,"더프라이드 눈꽃힐_잡티제거, 미백효과, 피부결 개선","108,900원"
피부,치유성형외과의원,서울 신사역,Chiu 목주름필러 바이리즌_목주름보톡스 목주름지우개 리쥬란힐러,"440,000원"
피부,리버스클리닉-강남,서울 강남역,리버스 듀얼토닝레이저 엑셀V플러스 제네시스 더마스탓 모드,"185,900원"
피부,타토아의원-위례점,경기 복정역,위례 타토아 쫀쫀한 피부결 제네시스 토닝,"110,000원"
피부,서울아이성형외과의원,서울 강남역,수면 아이 스템셀 프리미엄 줄기세포 주사,"1,639,000원"
피부,잠실미의원,서울 잠실새내역,콜라겐 스킨부스터 쥬베룩,"99,000원"
피부,비비의원,서울 강남역,젊음의 비결 볼륨감 있는 SMP 헤어라인 두피문신,"390,000원"
피부,미앤미의원-강남점,서울 강남역,피코플러스 토닝레이저 1회,"64,900원"
피부,유앤아이의원-부평점,인천 부평역,유앤아이 콜라겐 듬뿍 쥬베룩 이벤트,"242,000원"
피부,비비의원,서울 강남역,티 안나게 예뻐지는 풍성한 모발 SMP 두피문신,"290,000원"
피부,아비쥬의원-인천구월점,인천 인천터미널역,아비쥬첫방문 - 쥬베룩 1cc,"53,900원"
피부,레이의원,서울 압구정로데오역,지방흡입 후 바이오본드 주사,"220,000원"
피부,쉬즈힐의원,서울 신사역,쉬즈힐 울트라콜 이벤트,"330,000원"
피부,서울아이성형외과의원,서울 강남역,수면 스킨바이브,"605,000원"
피부,톡스앤필의원-송파점,서울 문정역,리쥬란 힐러,"275,000원"
피부,포레온365의원,서울 둔촌동역,포레온 파스텔 토닝,"35,000원"
피부,밸런스랩성형외과의원,서울 신사역,위풍선 다이어트,"4,389,000원"
피부,사적인아름다움지유의원,서울 신논현역,하루만에 가능한 원데이 패키지 NO.2,"890,000원"
피부,리즈의원,부산 센텀역,고급 목주름필러,"363,000원"
피부,미앤미의원-강남점,서울 강남역,엉덩이팡팡주사 100cc,"1,089,000원"
피부,압구정비앤미의원,서울 압구정로데오역,"포텐자 리프팅 _ 탄력있는 V라인, 이중턱 개선","121,000원"
피부,톡스앤필의원-송파점,서울 문정역,쥬베룩,"363,000원"
피부,유앤아이의원-목동점,서울 오목교역,유앤아이 여드름치료 이벤트,"163,900원"
피부,브라운성형외과의원,서울 신논현역,브라운_LDM 리프팅 5회,"218,900원"
피부,리엔장성형외과피부과,서울 강남역,벨로테로 리바이브,"495,000원"
피부,케이톡스의원-인천구월점,인천 인천터미널역,vitC화이트 토닝,"53,900원"
피부,더블유의원-삼성역점,서울,쥬베룩 볼륨 스킨부스터,"590,000원"
피부,톡스앤필의원-송파점,서울 문정역,울트라콜,"759,000원"
피부,미앤미의원-강남점,서울 강남역,자연스러운 볼륨 올리디아 1cc,"108,900원"
피부,노원아이디의원,서울 노원역,"노원 아이디 스킨부스터, PN주사","165,000원"
피부,리엔장의원-인천점,인천 예술회관역,인천 홍조 포텐자,"108,900원"
피부,풀페이스의원,서울 홍대입구역,피코프락셀 프락셀 흉터치료,"110,000원"
피부,와이랩성형외과의원,인천 부평역,"모공, 탄력 고주파 포텐자","495,000원"
피부,미앤미의원-강남점,서울 강남역,알렉스 듀얼토닝 1회_알렉스토닝&제네시스,"108,900원"
피부,강남타토아의원,서울 강남역,엑소좀 5cc,"297,000원"
피부,오늘성형외과의원,서울 신사역,"수면 리쥬란힐러, 릴리이드M, 더모톡신","759,000원"
피부,나인피부과-연신내점,서울 연신내역,겉탄속촉 리쥬란힐러 2cc,"185,900원"
피부,서울아이성형외과의원,서울 강남역,수면 에어샤인_목주름 레이저&콜라쥬 6CC,"759,000원"
피부,바로그의원-연신내점,서울 연신내역,바로그 모공쫀쫀 포텐자,"139,000원"
피부,바노바기성형외과의원,서울 역삼역,GV 리프팅 패키지,"704,000원"
피부,연세미니성형외과,세종,건조한 피부를 위한 힐링솔루션 리쥬란힐러,"319,000원"
피부,리버스클리닉-명동,서울,"콜라겐 스킨부스터, 울트라콜 패키지","429,000원"
피부,페이스필터의원-수원점,경기 성균관대역,"기미,색소,잡티 피코슈어토닝","42,900원"
피부,리엔장성형외과피부과,서울 강남역,스킨바이브,"242,000원"
피부,와이랩성형외과의원,인천 부평역,인천 쥬베룩 스킨 1병 8cc,"550,000원"
피부,리버스클리닉-강남,서울 강남역,포텐자 코모공축소술 통해 본격 모공관리 시작,"209,000원"
피부,서울아이성형외과의원,서울 강남역,수면 스킨 볼류마이징 콜라겐부스터 레디어스,"858,000원"
피부,톡스앤필의원-강남본점,서울 강남역,쥬베룩,"495,000원"
피부,데일리즈의원,경기 정발산역,데일리즈 고용량 태반주사,"35,000원"
피부,르미엘성형외과의원,서울 종로3가역,리쥬란 물광주사 스킨보톡스 진정관리까지 다받는 슈퍼 물광 리쥬란,"440,000원"
피부,리엔장의원-인천점,인천 예술회관역,인천 스킨바이브,"273,900원"
피부,하늘체한의원-강남압구정본점,서울 압구정역,사마귀치료 가격 할인 이벤트,"99,000원"
피부,저스트성형외과의원,서울 강남역,저스트 FCR 산호필,"220,000원"
피부,서울아이성형외과의원,서울 강남역,"수면 리쥬쎄라_리쥬란, 울쎄라, 써마지, 울써마지, 티타늄플러스, 울타늄, 인모드, 포텐자, LDM, 다이아리프팅, 리프팅, 볼뉴머, 인모드fx, 인모드forma, 사후관리포함","1,639,000원"
피부,땡큐성형외과의원,서울 강남역,땡큐 원데이 여드름&모공 커스텀,"1,200,000원"
피부,데일리즈의원,경기 정발산역,데일리즈 PRP 피부재생술,"429,000원"
피부,유앤미의원,서울 강남역,"다양한 시술 옵션, 나이 들어 보이는 목주름을 제거하는 목주름 시술","198,000원"
피부,송도비앤미의원,인천 인천대입구역,송도비앤미 골드PTT,"242,000원"
피부,사적인아름다움지유의원,서울 신논현역,하루만에 가능한 원데이 패키지 NO.5,"3,990,000원"
피부,올림피움채움 올피채의원-강남점,서울 강남역,"레티젠  콜라겐 스킨부스터 _잔주름, 피부 탄력강화","440,000원"
피부,미앤미의원-강남점,서울 강남역,여우실리프팅_1줄,"42,900원"
피부,두드림성형외과,서울 강남역,두드림 아기피부리프팅,"770,000원"
피부,올림피움채움 올피채의원-강남점,서울 강남역,속건조 전용 프리미엄 스킨부스터_올피채 리바이브,"385,000원"
피부,클림의원-홍대점,서울 홍대입구역,클림 풀페이스 포텐자_팁값 포함,"185,900원"
피부,라라성형외과의원,서울 강남역,엠보가득_라라 리쥬란힐러,"110,000원"
피부,바노바기성형외과의원,서울 역삼역,캐비어 테라피,"429,000원"
피부,나인피부과-연신내점,서울 연신내역,"볼륨콜라겐주사 눈밑꺼짐,팔자주름 등 주름,얼굴꺼짐 개선 특화_ 더 미희","319,000원"
피부,강남아이디의원,서울 강남역,강남 아이디 릴리이드M,"165,000원"
피부,저스트성형외과의원,서울 강남역,저스트 레스틸렌비탈,"385,000원"
피부,메디아트의원-부산점,부산 경성대부경대역,빈틈없는 콜라겐 필러 울트라콜,"484,000원"
피부,리버스클리닉-홍대,서울,"내맘대로 제토닝 5회, 아포지엘리트플러스 화이트닝 제모","429,000원"
피부,후한의원-인천점,인천 인천터미널역,등가슴여드름 자국치료,"99,000원"
피부,송도비앤미의원,인천 인천대입구역,송도비앤미 HP비타란,"99,000원"
피부,드림페이스의원,서울 홍대입구역,피지개선 더블필 풀패키지,"55,000원"
피부,미앤미의원-강남점,서울 강남역,목주름필러 2cc,"319,000원"
피부,오크우드봄의원,서울 삼성역,팔뚝 지방쏘옥 U컷주사,"132,000원"
피부,강남아이디의원,서울 강남역,강남 아이디 울트라콜,"319,000원"
피부,유이성형외과의원,서울 신사역,유이 더블타이트 1회,"770,000원"
피부,미앤미의원-강남점,서울 강남역,수분 완전충전 스킨바이브,"218,900원"
피부,강남타토아의원,서울 강남역,무통리쥬란HB 1cc,"209,000원"
피부,유앤아이의원-일산점,경기 정발산역,유앤아이 리쥬란힐러,"253,000원"
피부,단아한미인의원,경기 성복역,큐어젯 얼굴 전체 여드름 흉터 치료,"660,000원"
피부,리버스클리닉-홍대,서울,포텐자 코모공축소술 통해 본격 모공관리 시작,"209,000원"
피부,르비브의원,서울 이수역,오픈 이벤트 내맘대로 포텐자,"660,000원"
피부,연세루다의원,서울 신사역,연세루다 엘라비에리투오,"770,000원"
피부,리버스클리닉-인천,인천,입술 위 세로주름 눈가가로주름 관리,"275,000원"
피부,강남아이디의원,서울 강남역,강남 아이디 레티젠,"600,000원"
피부,사적인아름다움지유의원,서울 신논현역,하루만에 가능한 원데이 패키지 NO.3,"1,890,000원"
피부,나의미래피부과의원-여의도점,서울 여의도역,나의미래 리팟레이저,"330,000원"
피부,바로그의원-연신내점,서울 연신내역,대표원장 시술 바로그 고급 스킨부스터 리쥬란힐러 2cc & 물광주사3cc,"219,000원"
피부,워너비성형외과,서울 신사역,워너비 줄기세포엑소좀,"2,640,000원"
피부,써밋의원,서울 광화문역,"모피우스풀페이스&목_300샷, 엑소좀 LDM 12분 포함","638,000원"
피부,샤이니의원,서울 왕십리역,여드름 케어로 개선된 얼굴,"66,000원"
피부,리엔장의원-명동점,서울 을지로입구역,명동 레티젠,"605,000원"
피부,유리에성형외과의원,서울 홍대입구역,언제나 유리해 쥬베룩,"70,000원"
피부,더페이스성형외과,부산 서면역,더페이스 레디어스,"869,000원"
피부,동탄엔케이의원,경기,동탄엔케이 라라필,"72,200원"
피부,타토아의원-원주점,강원특별자치도,올리디아 볼륨,"770,000원"
피부,나인피부과-강남점,서울 신논현역,나인 리바이브 스킨부스터,"429,000원"
피부,리엔장의원-인천점,인천 예술회관역,인천 마이어스 칵테일 주사,"88,000원"
피부,잠실애슬리의원,서울 잠실역,정품정량 물광 쥬베룩 - 자연스러운 볼륨감과 빠르게 확인하는 수분감_쥬베룩&쥬베룩볼륨,"242,000원"
피부,데일리즈의원,경기 정발산역,데일리즈 여드름 압출관리,"66,000원"
피부,셀팅의원,경기 광교(경기대)역,눈밑 줄기세포피부주사 셀팅주사,"869,000원"
피부,클래시성형외과의원,서울 강남역,클래시 흉터제거 눈재수술,"1,890,000원"
피부,서울아이성형외과의원,서울 강남역,수면 포쎄라,"1,639,000원"
피부,청담카민의원,서울 청담역,예스필 풀관리,"77,000원"
피부,휴먼피부과의원-광명철산점,경기 철산역,광명 젠틀맥스 인중제모,"165,000원"
피부,아비쥬의원-명동점,서울 을지로입구역,아비쥬첫방문 - 쥬베룩 1cc,"53,900원"
피부,더차오름의원,대구 죽전역,"피부 본연의 빛을 깨우는 시간, 피코슈어 토닝","88,000원"
피부,휴먼피부과의원-광명철산점,경기 철산역,잡티 개선 잡티 지우개  재생레이저,"319,000원"
피부,후한의원-일산점,경기,등가슴여드름 자국치료,"99,000원"
피부,고운세상피부과의원-목동점,서울 목동역,"기미,잡티,색소 레블라이트 레이저토닝","165,000원"
피부,플랜비성형외과의원,부산 서면역,플랜비 스킨부스터패키지,"385,000원"
피부,디오디피부과의원-청담본점,서울 압구정로데오역,"염증, 색소, 흉터 지우개 - 줄기세포 피부주사 이나셀P","2,530,000원"
피부,일미리성형외과의원,서울 강남역,1mm 울쎄라,"935,000원"
피부,스타비성형외과의원,부산 서면역,"불룩한 눈밑을 매끈하게 격막강화 눈밑지방재배치, 스타비 하안검, 지방이식","1,430,000원"
피부,일미리성형외과의원,서울 강남역,1mm 리쥬베룩 4cc,"385,000원"
피부,톱스타성형외과,광주 상무역,점제거 수술,"385,000원"
피부,레스트의원,서울 청담역,피코슈어보다 더 강력해진 피코슈어 프로,"319,000원"
피부,셀리닉의원,서울 청담역,셀리닉 리바이브,"550,000원"
피부,리페이스치과병원,서울 신사역,"수술 후 붓기, 회복케어 고압산소 치료","220,000원"
피부,모텐셜의원,서울 압구정로데오역,탈모 치료 두피부스터 엑소좀 이벤트,"165,000원"
피부,후한의원-일산점,경기,여드름흉터 트랜스테라피,"55,000원"
피부,서울뷰의원-시흥배곧점,경기 오이도역,서울뷰 리쥬란 2cc,"209,000원"
피부,더올림성형외과의원,대구 반월당역,대구 더올림 모공개선 스킨부스터 리쥬란 쥬베룩 리투오,"99,000원"
피부,드림페이스의원,서울 홍대입구역,저자극 피부광채 라라필,"66,000원"
피부,올의원,서울 명동역,기미 주근깨 잡티 개선 원장님상담_피코토닝,"77,000원"
피부,라디앙의원,경기 구리역,한관종 트러블 포텐자 원팁 아그네스,"165,000원"
